smiles,value,index
*CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O*,50.15,127
*CCCOC(=O)c1ccc(C(=O)O*)cc1,30.78,128
*CC(C)C(C)COC(=O)c1ccc(C(=O)O*)cc1,14.88,129
*CCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,17.69,130
*OC(C)CC(*)=O,71.37270952,131
*OC(C)C(*)=O,57.62,132
*CCC(=O)O*,45.00978462,133
*OC(CC)CC(*)=O,64.05,134
*CC(C)C(=O)O*,81.29,135
*OC(CC(*)=O)C(Cl)(Cl)Cl,9.71,136
*Oc1ccc(OC(=O)CCCCC(*)=O)cc1,62.08,137
*CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,19.33,138
*CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,24.04,139
*CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,17.28,140
*CCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,16.42,141
*CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,21.84,142
*CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,22.75,143
*CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,22.49,144
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,20.69,145
*CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,20.19,146
*CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,29.18,147
*OC(CC(*)=O)C(C)(Cl)Cl,37.3,148
*CCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,18.79,149
*CCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,18.52,150
*CCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,27.1,151
*CCCCCOC(=O)CCCCCCCCC(=O)O*,37.28,152
*CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,21.6,153
*CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,21.52,154
*CCCCOC(=O)CCCC(=O)O*,31.41,155
*CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,31.12,156
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,18.1,157
*CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O*)cc1,17.83,158
*C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,26.33,159
*C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,19.53,160
*C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,18.18,161
*C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,20.25,162
*C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,16.63,163
*C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,15.48,164
*C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,14.52,165
*C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,8.62,166
*CCCCNC(=O)CCCCC(=O)N*,64.85,167
*CCCCCC(=O)N*,35.23,168
*CCCCCCNC(=O)CCCCC(=O)N*,40.61,169
*CCCCCCNC(=O)CCCCCCC(=O)N*,62.18,170
*CCCCCCNC(=O)CCCCCCCC(=O)N*,22.04,171
*CCCCCCNC(=O)CCCCCCCCC(=O)N*,39.56,172
*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,43.53,173
*CCCCCCC(=O)N*,25.57,174
*CCCCCCCC(=O)N*,48.41,175
*CCCCCCCCCCC(=O)N*,24.27,176
*CCCCCCCCCCCC(=O)N*,46,177
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,40,178
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,25.59,179
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,53.05,180
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,25.87,181
*CCCCNC(=O)CCC=CCCC(=O)N*,31.26,182
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,52.64,183
*CCCCCCNC(=O)CCC=CCCC(=O)N*,24.7,184
*CCCCCCCCCCNC(=O)CCC=CCCC(=O)N*,32.24,185
*CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN(*)CC2)CC1,53.56,186
*CCCCCCCCCCNC(=O)CCCCCCCC(=O)N*,50.69,187
*CC(C)(C)C(=O)N*,33.22,188
*CCCC(=O)N*,38.13,189
*CCCCCNC(=O)CCCCCC(=O)N*,38.39,190
*CCCNC(=O)CCC=CCCC(=O)N*,35.72,191
*CCCCCNC(=O)CCC=CCCC(=O)N*,26.16,192
*CCCCCCCNC(=O)CCC=CCCC(=O)N*,28.31,193
*CCCCCCCCNC(=O)CCC=CCCC(=O)N*,22.55,194
*CCCCCCCCCNC(=O)CCC=CCCC(=O)N*,27.48,195
*CCCCNC(=O)c1ccc(C(=O)N*)cc1,94.18,196
*CCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,44.13,197
*Nc1cccc(NC(=O)CCCCC(*)=O)c1,46.36,198
*CCCCCCNC(=O)C(=O)N*,62.02,199
*C(=O)CCC=CCCC(=O)N1CCN(*)CC1,33.97,200
*CC1CCCC(CNC(=O)CCCCC(=O)N*)C1,5.67,201
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,12.75,202
*CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N*,9.73,203
*CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,13.71,204
*CCCCCCNC(=O)C(CCCC)C(=O)N*,21.85,205
*CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N*,23.23,206
*CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,32.76,207
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N*,53.53,208
*CCCCCCNC(=O)C(CCCCCCC)C(=O)N*,11.47,209
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N*,38.94,210
*CCCCCCNC(=O)C(CCCCCC)C(=O)N*,17.72,211
*CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N*,21.64,212
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N*,52.69,213
*CCCCCCNC(=O)C(CCCCCCCC)C(=O)N*,21.95,214
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N*,42.36,215
*CCCCCCNC(=O)C(CCCCC)C(=O)N*,21.49,216
*CCCCCCNC(=O)C(CCC)C(=O)N*,21.03,217
*CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N*,30.58,218
*CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N*,33.12,219
*CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N*,28.87,220
*CCCCCCNC(=O)CC(C)(C)c1ccc(C(C)(C)CC(=O)N*)cc1,4.38,221
*CCCCCCNC(=O)CC(C)c1ccc(C(C)CC(=O)N*)cc1,11.87,222
*CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,14.55,223
*CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,13.79,224
*CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,19.52,225
*CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,39.95,226
*CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,15.71,227
*CCCCCCNC(=O)CCCCC(=O)NCC(=O)N*,35.31,228
*CCCCCNC(=O)O*,73.38,229
*CCOC(=O)NCCCCCCNC(=O)O*,21.16,230
*CCCOC(=O)NCCCCCCNC(=O)O*,28.37,231
*CCCCOC(=O)NCCCCCCNC(=O)O*,44.03,232
*CCCCCOC(=O)NCCCCCCNC(=O)O*,27.33,233
*CCCCCCOC(=O)NCCCCCCNC(=O)O*,37.25,234
*CCCCCCCOC(=O)NCCCCCCNC(=O)O*,30.32,235
*CCCCCCCCOC(=O)NCCCCCCNC(=O)O*,30.53,236
*CCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,30.17,237
*CCCCCCCCCCOC(=O)NCCCCCCNC(=O)O*,27.21,238
*CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O*,36.03,239
*CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,47.76,240
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,52.18,241
*CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,29.45,242
*CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,32.31,243
*CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,23.05,244
*CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,36.98,245
*CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,31.26,246
*CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,23.4,247
*CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N*,30.22,248
*CCCCCCNC(=O)N*,49.48,249
*CCCCCCCNC(=O)N*,33.27,250
*OC(=O)CCCCC(*)=O,96.83,251
*OC(=O)CCCCCCCCC(*)=O,83.87,252
*CCCCCCOC(=O)O*,31.95,253
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,16.83,254
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCOC(*)=O)cc2)cc1,44.64,255
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCOC(*)=O)cc2)cc1,34.42,256
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCOC(*)=O)cc2)cc1,28.99,257
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCCCOC(*)=O)cc2)cc1,23.17,258
*CCCCOC(=O)O*,64.6,259
*CCCCCCCCCCOC(=O)O*,44.07,260
*CCCCCOC(=O)O*,15.11,261
*CCC(*)=O,93.5,262
*CCC1CC(*)C2CCCC12,23.26,263
*CCC1CCC(*)C1,23.52,264
*CCC1CC(*)C2C3CCC(C3)C12,10.18,265
*CC(*)c1ccc(S(=O)(=O)O)cc1,11,266
*C=CCCCCCCC(Cl)CCCCCC*,11.79,267
*C=CCCCCCCCCCC(Cl)CCCCCCCCC*,27.65,268
*CCCCCCCCCCCCCCCCCCCCC(*)COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,13.63,269
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCC,8.9,270
*C=CCCCCCCCCCC(CCCCCCCCC*)COCCOCCOCCOCCOCCCCCCCCCCCCCC,20.64,271
*CCCCCCCCCCCCCCCCCCCCC(*)COCCOCCOCCOCCOCCCCCCCCCCCCCC,28,272
*CC(*)(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC,10.57,273
*CC(*)(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O,12.52,274
*CC(*)C(=O)OCCCCCCCCCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCCC)CCCCCCC)C5=O,6.12,275
*CCCCCCCCCCCCCCC(*)Cl,10.35,276
*CCCCCCCCCCCCCCCCCCCCC(*)Cl,41.96,277
*C=CC1CC(*)C2CC=CC12,41.11,278
*Oc1cccc(OC(=O)c2ccc(Oc3ccc(C(*)=O)cc3)cc2)c1,26.83,279
*Oc1ccc(-c2ccc(OC(=O)c3cccc(Oc4cccc(C(*)=O)c4)c3)cc2)cc1,73.55,280
*Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)cc2)cc1,64.24,281
*Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,55.4,282
*Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,79.04,283
*Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(C(*)=O)cc6)cc5)cc4)cc3)cc2)cc1,41.49,284
*Oc1ccc(Oc2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(C(*)=O)cc5)cc4)cc3)cc2)cc1,48.89,285
*Oc1ccc(Oc2ccc(Oc3ccc(OC(=O)c4ccc(Oc5ccc(Oc6ccc(C(*)=O)cc6)cc5)cc4)cc3)cc2)cc1,76.73,286
*Oc1ccc(Oc2ccc(Oc3ccc(Oc4ccc(OC(=O)c5ccc(Oc6ccc(Oc7ccc(C(*)=O)cc7)cc6)cc5)cc4)cc3)cc2)cc1,30.44,287
*Oc1ccc(Oc2cccc(C(=O)Oc3ccc(OC(=O)c4cccc(*)c4)cc3)c2)cc1,44.88,288
*Oc1ccc(Oc2cccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5cccc(*)c5)cc4)cc3)c2)cc1,57.07,289
*Oc1ccc(OC(=O)c2cccc(Oc3ccc(-c4ccc(Oc5cccc(C(*)=O)c5)cc4)cc3)c2)cc1,56.34,290
*Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(C(*)=O)cc4)c3)cc2)c1,18.79,291
*Oc1cccc(Oc2ccc(Oc3cccc(OC(=O)c4ccc(-c5ccc(C(*)=O)cc5)cc4)c3)cc2)c1,58.26,292
*Oc1cccc(Oc2ccc(C(=O)Oc3cccc(OC(=O)c4ccc(*)cc4)c3)cc2)c1,12.53,293
*Oc1cccc(Oc2ccc(C(=O)Oc3ccc(OC(=O)c4ccc(*)cc4)cc3)cc2)c1,43.84,294
*Oc1cccc(C(=O)c2ccc(*)cc2)c1,47.28,295
*CC(CS(C)(=O)=O)O*,0.37,296
*CC(CS(=O)(=O)CCC)O*,0.16,297
*CC(CS(=O)(=O)CCCC)O*,0.13,298
*CC(CS(=O)(=O)CCCCC)O*,0.44,299
*Oc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)c1,92.57,300
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C(*)=O)cc4)cc3)cc2)cc1,22.1,301
*CCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,11.3,302
*CCCCCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,28.22,303
*CCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c(C)c1,15.32,304
*Oc1cc(C(=O)c2ccccc2)c(Oc2ccc(*)cc2)cc1C(=O)c1ccccc1,72.56,305
*CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O*)cc3)cc2)cc1,55.55,306
*CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO*,27.62,307
*CCCNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCCCOCCOCCO*,46.76,308
*CCCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCCCOCCOCCO*,47.64,309
*CCCNC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCC(=O)NCCCOCCOCCO*)C(C)C)C(C)C,42.16,310
*CCCNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NCCCOCCOCCO*)C(C)C)C(C)C,44.71,311
*CCOCCOCCOCCOCc1cc(CO*)cc(OCCCCCCCCCCCCCCCC)c1,26.35,312
*CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O*)cc3)c(C(=O)OCC=C)c2)cc1,10.14,313
*OC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)OC1COC2C(*)COC12,33.84,314
*OC(=O)CNC(=O)CNC(=O)CCCCCCCCC(=O)NCC(=O)NCC(=O)OC1COC2C(*)COC12,19.94,315
*Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,63.91,316
*c1ccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)cc1,30.69,317
*c1ccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)cc1,24.74,318
*c1cccc(OCCCCCCCCCCCOC(=O)c2cccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc(*)s4)c3)c2)c1,24.19,319
*c1cccc(OCCCCCCCCCCCOC(=O)c2ccc(C(=O)OCCCCCCCCCCCOc3cccc(-c4nnc(*)s4)c3)cc2)c1,17.01,320
*c1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,28.24,321
*c1cccc(OCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(*)s3)c2)c1,23.02,322
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c1,4.37,323
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c1,17.55,324
*Oc1cccc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c1,12.53,325
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c(Cl)cc1Cl,12.53,326
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,19.01,327
*Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C(*)=O)cc5)cc4Cl)c(Cl)c3)cc2)c(Cl)cc1Cl,20.02,328
