smiles,value,index
*C(=O)c1ccc(OC(*)=S)cc1,6.7719,223
*C(=O)Oc1ccc(C(*)=S)s1,6.6347,224
*Oc1ccc(OC(*)=O)s1,5.9838,225
*C(=O)Oc1ccc(C(*)=S)cc1,6.6755,226
*OC(=O)OC(*)=O,7.4502,227
*OC(=S)OC(*)=O,7.3548,228
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,4.3058,229
*Cc1ccc(-c2ccc(N*)s2)s1,4.9311,230
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,5.182,231
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,5.3242,232
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,4.3893,233
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,5.6909,234
*Nc1ccc(C(=O)c2ccc(*)s2)s1,5.2456,235
*Nc1ccc(C(=O)C(*)=S)s1,6.311,236
*Nc1ccc(C(=S)c2ccc(*)s2)s1,5.2424,237
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,5.2303,238
*Nc1ccc(Nc2ccc(*)s2)s1,4.0261,239
*Nc1ccc(NC(*)=S)s1,5.1241,240
*Nc1ccc(Oc2ccc(*)s2)s1,5.4925,241
*Nc1ccc(OC(*)=S)s1,5.6596,242
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,4.896,243
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,4.4871,244
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,5.6224,245
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,4.5131,246
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,4.7817,247
*Cc1ccc(-c2ccc(N*)cc2)cc1,5.1363,248
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,5.3872,249
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,5.4547,250
*Nc1ccc(C(=O)C(*)=S)cc1,6.3689,251
*Nc1ccc(C(=O)O*)cc1,6.8988,252
*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,5.3904,253
*Nc1ccc(Nc2ccc(*)s2)cc1,4.9639,254
*Nc1ccc(Oc2ccc(*)s2)cc1,5.3817,255
*Nc1ccc(Oc2ccc(*)cc2)cc1,4.8032,256
*Nc1ccc(OC(*)=S)cc1,5.9088,257
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,5.5458,258
*NC(=O)c1ccc(C(*)=O)s1,7.093,259
*NC(=O)c1ccc(C(*)=S)s1,6.1268,260
*NC(=O)c1ccc(O*)s1,6.5697,261
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,6.1434,262
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,5.7787,263
*NC(=O)c1ccc(C(*)=S)cc1,6.3279,264
*NC(=O)c1ccc(O*)cc1,6.7472,265
*NC(=O)C(=S)c1ccc(*)s1,6.6147,266
*NC(=O)C(=S)c1ccc(*)cc1,6.5245,267
*NC(=O)C(=S)C(*)=O,6.114,268
*NC(=O)C(=S)O*,7.7235,269
*NC(=O)Nc1ccc(*)s1,4.8361,270
*NC(=O)NC(*)=O,5.9087,271
*NC(=O)NC(*)=S,7.159,272
*NC(=O)NO*,7.4857,273
*NC(=O)Oc1ccc(*)s1,5.369,274
*NC(=O)Oc1ccc(*)cc1,5.9392,275
*NC(=O)OC(*)=S,7.661,276
*NC(=S)c1ccc(O*)s1,6.1012,277
*NC(=S)c1ccc(O*)cc1,5.884,278
*NC(=S)C(=O)O*,6.5527,279
*NC(=S)Nc1ccc(*)cc1,5.5113,280
*NC(=S)NC(*)=S,7.0636,281
*NC(=S)NO*,5.7438,282
*NC(=S)OC(*)=S,6.6502,283
*NOC(=O)O*,7.9654,284
*NOC(=S)O*,7.5682,285
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,5.9845,286
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,5.378,287
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,5.1123,288
*NC(=O)OC(*)=O,8.2121,289
*OC(=O)C(=S)C(*)=O,7.4364,290
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,6.7464,291
*CCOC(=S)NC(=S)c1ccc(N*)cc1,5.413,292
*CNCCCOCO*,6.3776,293
*CNCNC(=O)NC(=O)N*,6.2252,294
*CNC(=O)NCOCO*,7.215,295
*CNC(=O)ONC(=O)NO*,7.4526,296
*COCOCCCO*,7.1508,297
*CNCCNC(=O)OC*,6.3844,298
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,5.4902,299
*NOC(=O)NCC(=O)NC(*)=O,8.0693,300
*NCCCNC(=O)NC(*)=O,6.8266,301
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,5.7225,302
*NCNC(=O)OC(=O)NC(*)=O,8.0251,303
*OCCCCONC(*)=O,6.4266,304
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,7.1656,305
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,6.7826,306
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,6.9673,307
*OC(F)(F)c1ccc(C(*)(F)F)s1,7.2935,308
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,6.4074,309
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,6.6407,310
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,6.9546,311
*OC(F)(F)c1ccc(C(*)(F)F)cc1,7.7355,312
*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,6.7085,313
*Oc1ccc(C(F)(F)C(*)(F)F)s1,6.8728,314
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,6.0965,315
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,6.3228,316
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,6.6143,317
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,6.9837,318
*c1ccc(CC(F)(F)C(*)(F)F)s1,6.8904,319
*c1ccc(CC(F)(F)C(*)(F)F)cc1,7.001,320
*C(=O)CC(F)(F)C(*)(F)F,7.9225,321
*C(=S)CC(F)(F)C(*)(F)F,6.438,322
*NCC(F)(F)C(*)(F)F,8.2676,323
*OCC(F)(F)C(*)(F)F,9.8385,324
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,7.5565,325
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,7.7091,326
*C(=S)C(=O)C(F)(F)C(*)(F)F,7.0732,327
*OC(=S)C(F)(F)C(*)(F)F,7.093,328
*c1ccc(NC(F)(F)C(*)(F)F)s1,5.871,329
*c1ccc(NC(F)(F)C(*)(F)F)cc1,6.1304,330
*C(=O)NC(F)(F)C(*)(F)F,8.3456,331
*C(=S)NC(F)(F)C(*)(F)F,6.3593,332
*NOC(F)(F)C(*)(F)F,9.0368,333
*c1ccc(C(F)(F)CC(*)(F)F)s1,7.1393,334
*c1ccc(C(F)(F)CC(*)(F)F)cc1,7.0413,335
*C(=O)C(F)(F)CC(*)(F)F,8.1829,336
*C(=S)C(F)(F)CC(*)(F)F,7.4545,337
*NC(F)(F)CC(*)(F)F,8.5515,338
*OC(F)(F)CC(*)(F)F,9.6085,339
*C(=O)C(F)(F)C(=O)C(*)(F)F,7.3587,340
*OC(F)(F)C(=O)C(*)(F)F,8.7917,341
*OC(F)(F)C(=S)C(*)(F)F,7.385,342
*c1ccc(C(F)(F)NC(*)(F)F)s1,7.3853,343
*c1ccc(C(F)(F)NC(*)(F)F)cc1,7.2657,344
*C(=O)C(F)(F)NC(*)(F)F,8.5584,345
*C(=S)C(F)(F)NC(*)(F)F,7.8892,346
*NC(F)(F)NC(*)(F)F,8.5631,347
*OC(F)(F)NC(*)(F)F,9.067,348
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,4.852,349
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,5.7249,350
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)cc1,5.643,351
*Cc1ccc(CO*)s1,6.0202,352
*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,6.205,353
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,5.5122,354
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,6.162,355
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,5.9085,356
*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,6.3469,357
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,5.8604,358
*Nc1ccc(C(=O)O*)s1,6.0364,359
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,5.4552,360
*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,5.1795,361
*c1ccc(C(=S)c2ccc(C(=S)C(=O)Nc3ccc(-c4ccc(*)s4)cc3)s2)s1,5.6233,362
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,5.9175,363
*NC(=O)c1ccc(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)s1,5.2813,364
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,6.1951,365
*Nc1ccc(NC(=O)NONC(*)=O)s1,5.6948,366
*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(*)cc2)cc1,5.8838,367
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)s2)s1,5.8176,368
*OC(=O)C(F)(F)C(*)(F)F,9.0985,369
