smiles,value,index
*OC(C)COC(=O)CCCCS(=O)(=O)CCCCC(*)=O,6.4017,119
*Cc1ccc(C(=O)O*)cc1,3.7934,120
*CCC(=O)N*,6.2028,121
*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,6.3994,122
*CCCCCCC(=O)N*,5.9361,123
*CC1CCC(CNC(=O)c2cc(C(=O)N*)cc(C(C)(C)C)c2)CC1,5.1615,124
*CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N*)c1,4.7199,125
*CC(=O)N*,5.7289,126
*Nc1cccc(C(*)=O)c1,3.2399,127
*Cc1ccc(C(=O)N*)cc1,4.2448,128
*CCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,4.214,129
*CC1CCC(CNC(=O)CCCCCC(=O)N*)CC1,5.2823,130
*CC1CC1CNC(=O)C1CC1C(=O)N*,5.6374,131
*NC(C)C(=O)NCC(=O)NCC(=O)NCC(*)=O,5.4756,132
*C(=O)c1ccc(C(=O)N2CCN(*)CC2)cc1,4.7036,133
*NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(*)=O)C(C)C)C(C)C,5.8867,134
*NC1CCCC1C(*)=O,6.4002,135
*NNC(=O)C(=O)NNC(=O)CCCCCCCC(*)=O,3.7266,136
*CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,6.2733,137
*CCCNC(=O)CCCCCCCC(=O)NCCCNC(=O)C(=O)N*,4.6809,138
*Nc1ccc(-c2ccc(NC(=O)c3cc(C(*)=O)cc(S(=O)(=O)c4ccccc4)c3)cc2)cc1,2.4795,139
*CCOC(=O)NCCCCCCCCCCNC(=O)O*,6.6421,140
*CCCCCCOC(=O)NCCCNC(=O)O*,6.5954,141
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,6.4326,142
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,4.5288,143
*CC1CC1COC(=O)Nc1ccc(C)c(NC(=O)O*)c1,4.7181,144
*C(=O)OCC(C)(C)COC(=O)N1CCN(*)CC1,6.4401,145
*CC(C)(C)COC(=O)Nc1ccc(NC(=O)O*)cc1,4.4894,146
*C(=O)OCCCCOC(=O)N1CCN(*)CC1,6.4265,147
*CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O*)cc2)cc1,4.3346,148
*C(=O)OC1CCC(OC(=O)N2CCN(*)CC2)CC1,6.2573,149
*CCCCCOC(=O)NC(=O)C1CC1C(=O)NC(=O)O*,5.4301,150
*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,2.3234,151
*OC(=O)c1ccc(C(*)=O)cc1,3.1295,152
*OC(=O)CCCCCCCCCCCCC(*)=O,5.2681,153
*OC1C(C)(C)C(OC(*)=O)C1(C)C,6.9495,154
*CCCCCOC(=O)O*,7.123,155
*Oc1ccc(OC(*)=O)cc1,4.3251,156
*c1cccc(-c2nc3cc4nc(*)c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,1.9959,157
*CCCN*,6.381,158
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,3.1383,159
*CCc1ccc(-c2ccc(*)cc2)cc1,3.7492,160
*CCC1CC(*)C2CCCC12,7.4997,161
*C1C2CC(C)C(C2)C1*,6.7713,162
*CCC1CC(*)C2C3CC(CC)C(C3)C12,7.528,163
*CCC1CCC(*)C1,7.9915,164
*CC(*)OC(=O)OCC(F)(F)F,7.9003,165
*C=C(*)C#N,0.5068,166
*C=C(*)F,0.3906,167
*CCCC(*)C#N,7.4859,168
*CC(*)(Cl)C#N,5.8652,169
*C=CC(C)(C)CC(C#N)C*,5.2738,170
*CC(*)CO,7.4192,171
*C#CC(=C(*)c1cnc2ccccc2c1)c1cnc2ccccc2c1,0.5725,172
*C=CC1CC(*)C(C#N)(CC)C1,5.5315,173
*C=CC1CC(*)C(C#N)(CCC)C1,5.8705,174
*C=CC1CC(*)C(C(=O)OCCNC(C)(C)C)C1,4.7904,175
*CC(OCC)C(C#N)(C#N)C(*)(C#N)C(=O)OC,5.4071,176
*CC(*)C(=O)NCCO,5.7124,177
*CC(*)(C)C(=O)OC1(C)CCOC(=O)C1,5.9976,178
*CC(*)(C)C(=O)OCCC1CCCCC1,6.5993,179
*C1C2CC(C(=O)NCC(O)C(O)C(OC3OC(CO)C(O)C(O)C3O)C(O)CO)C(C2)C1*,5.6407,180
*CC(*)C(=O)Nc1ccccc1Cl,4.2427,181
*CC(*)(C)C(=O)OCC(=O)N1CCCC1,5.3385,182
*CCCCCCC(Cl)C(*)Cl,6.7965,183
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,7.543,184
*CCCCCCCCC(*)Cl,6.86,185
*C1C=C(C(*)(C)C)C2CC=CCC12,4.8262,186
*C=CC1CC(*)C2CC=CC12,5.6741,187
*c1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(*)ccc1-2,2.85,188
*C=CC1CC(*)C2C3CCC(C3)C12,5.7656,189
*OC1C(CO)OC(*)C(O)C1O,7.4757,190
*ON(C(F)(F)F)C(F)(Cl)C(*)(F)F,6.6835,191
*OC(F)(F)C(F)(F)C(*)(F)F,9.1214,192
*Cc1ccc(CO*)cc1,4.8019,193
*CCOCCOC(=O)O*,6.6617,194
*OC(=O)OC1COC2C(*)COC12,6.6786,195
*CCC(O*)(C(F)(F)F)C(F)(F)F,8.3878,196
*OC(=O)OCCCCCCCCCCOC(=O)OC1COC2C(*)COC12,6.1689,197
*OC(=O)OCCOCCOC(=O)OC1COC2C(*)COC12,6.5378,198
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)n4CCCCCCCCCCCC)s3)s2)s1,2.1442,199
*c1cccc(-c2ccc(-c3ccc(*)s3)s2)n1,2.0464,200
*c1cc(C#N)c(*)s1,1.0894,201
*C=c1ccc(=c2ccc(=Cc3ccc(*)s3)s2)s1,1.224,202
*c1cc2c(s1)-c1sc(*)cc1C2CCCCCCN,1.3223,203
*c1cc(-c2sc(-c3cc(C)c(*)s3)cc2C)c2cccccc1-2,1.3327,204
*CCCCCOC(=O)CC(=O)O*,6.4679,205
*OC(CC(C)C)C(*)=O,5.8529,206
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,3.0176,207
*OC(CC(*)=O)C1CO1,6.1493,208
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,3.0847,209
*OC(CCCCCCC=C)CC(*)=O,5.5852,210
*CCC(C)CC(=O)O*,6.7489,211
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C1CCCCCCC1,3.1917,212
*CCOC(=O)C1C2C=CC(C2)C1C(=O)O*,5.3661,213
*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C=CC4=O)c3)cc2)cc1,2.0738,214
*Nc1ccc(Br)cc1-c1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,2.9894,215
*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(*)=O)c2)cc1,2.9949,216
*CCCCCNC(=S)N*,4.3365,217
*C=CC1CC(*)C2C(=O)N(CCCCCCCCC)C(=O)C12,5.104,218
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CC3CCC2C3)cc1Cl,4.6838,219
*OC1CCC(OC(=O)OCCCCCOC(*)=O)CC1,6.0614,220
*OC1CCC(OC(=O)OCCCCCCOC(*)=O)CC1,7.0127,221
*Oc1ccc(C(CC)c2ccc(OC(*)=O)cc2)cc1,4.7325,222
*Nc1ccc(*)cc1,2.3603,223
*c1cccc(*)n1,2.9424,224
*C=Cc1ccc(*)n1CCCCCC,1.3683,225
*c1ccc(*)n1CCC(=O)OC(C)C(=O)OCC,2.05,226
*C(C#N)=C(c1ccccc1)c1ccc(*)cc1,2.5883,227
*CC(*)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.7714,228
*CC(*)(F)C#N,7.0615,229
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,6.2862,230
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,4.8255,231
*c1ccc(-c2ccc(*)s2)s1,0.9894,232
*c1ccc2oc(-c3ccc4nc(*)oc4c3)nc2c1,2.5367,233
*Cc1ccc(C*)cc1,2.5648,234
*CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(*)=O,6.5329,235
*CC(CC(CC(*)c1ccccn1)c1ccccn1)c1ccccn1,4.5101,236
*C(=S)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.75,237
*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,1.8638,238
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,1.9834,239
*Oc1ccc(C(=S)c2ccc(*)s2)s1,2.3041,240
*C(=S)OC(=S)c1ccc(*)s1,1.7517,241
*Oc1ccc(Oc2ccc(*)s2)s1,4.047,242
*OC(=S)Oc1ccc(*)s1,3.0437,243
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,1.1128,244
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,1.9403,245
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,2.0606,246
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.8996,247
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,2.1724,248
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,1.0659,249
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,2.1882,250
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,2.3094,251
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,2.397,252
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,1.8601,253
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,2.5835,254
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,1.6353,255
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,3.3861,256
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,2.8665,257
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,1.1979,258
*Oc1ccc(C(=S)c2ccc(*)cc2)s1,2.4038,259
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,1.8035,260
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,1.7412,261
*C(=S)OC(=S)c1ccc(*)cc1,2.364,262
*Oc1ccc(Oc2ccc(*)cc2)s1,4.0372,263
*Oc1ccc(Oc2ccc(*)cc2)cc1,3.6966,264
*c1ccc(OC(=S)c2ccc(*)s2)cc1,2.0472,265
*OC(=S)Oc1ccc(*)cc1,3.9415,266
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.1001,267
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,1.7203,268
*Cc1ccc(-c2ccc(O*)s2)s1,2.9968,269
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,2.512,270
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,1.9959,271
*Cc1ccc(-c2ccc(O*)cc2)s1,2.9246,272
*Cc1ccc(Cc2ccc(*)s2)s1,4.1954,273
*Cc1ccc(CC(*)=S)s1,2.5553,274
*Cc1ccc(C(=O)c2ccc(*)s2)s1,2.7131,275
*Cc1ccc(C(=O)C(*)=S)s1,2.693,276
*Cc1ccc(C(=O)O*)s1,3.78,277
*Cc1ccc(C(=S)c2ccc(*)s2)s1,2.2961,278
*Cc1ccc(C(=S)O*)s1,2.676,279
*Cc1ccc(Nc2ccc(*)s2)s1,3.6624,280
*Cc1ccc(NC(*)=S)s1,2.8469,281
*Cc1ccc(NO*)s1,3.8409,282
*Cc1ccc(Oc2ccc(*)s2)s1,4.26,283
*Cc1ccc(OC(*)=S)s1,3.0541,284
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.8214,285
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,2.7314,286
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,1.9323,287
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,2.8951,288
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,3.4166,289
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,2.5561,290
*Cc1ccc(-c2ccc(O*)cc2)cc1,3.7323,291
*Cc1ccc(Cc2ccc(*)s2)cc1,4.0831,292
*Cc1ccc(Cc2ccc(*)cc2)cc1,4.2049,293
*Cc1ccc(CC(*)=S)cc1,2.9253,294
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,3.4106,295
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,3.8451,296
*Cc1ccc(C(=O)C(*)=S)cc1,2.5816,297
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,2.5143,298
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,2.3058,299
*Cc1ccc(C(=S)O*)cc1,3.1473,300
*Cc1ccc(Nc2ccc(*)s2)cc1,3.5013,301
*Cc1ccc(Nc2ccc(*)cc2)cc1,3.7655,302
*Cc1ccc(NC(*)=S)cc1,3.5265,303
*Cc1ccc(NO*)cc1,4.426,304
*Cc1ccc(Oc2ccc(*)s2)cc1,4.0475,305
*Cc1ccc(OC(*)=S)cc1,3.7121,306
*CCc1ccc(-c2ccc(*)s2)s1,2.7315,307
*CCc1ccc(C(*)=S)s1,2.295,308
*CCc1ccc(O*)s1,4.1608,309
*CCc1ccc(-c2ccc(*)s2)cc1,2.9495,310
*CCc1ccc(C(*)=S)cc1,2.7697,311
*CCc1ccc(O*)cc1,4.052,312
*CCCc1ccc(*)s1,4.2755,313
*CCCc1ccc(*)cc1,4.7657,314
*CCCC(*)=O,5.13,315
*CCCC(*)=S,2.9464,316
*CCC(=O)c1ccc(*)s1,3.1093,317
*CCC(=O)c1ccc(*)cc1,3.6964,318
*CCC(=O)C(*)=S,1.8131,319
*CCC(=S)O*,3.8308,320
*CCNc1ccc(*)s1,3.793,321
*CCNc1ccc(*)cc1,3.689,322
*CCNC(*)=S,3.6727,323
*CCON*,5.7904,324
*CC(=O)c1ccc(-c2ccc(*)s2)s1,2.3893,325
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,2.5123,326
*CC(=O)c1ccc(C(*)=O)s1,2.9786,327
*CC(=O)c1ccc(C(*)=S)s1,2.3542,328
*CC(=O)c1ccc(O*)s1,3.1722,329
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,2.5243,330
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,3.0649,331
*CC(=O)c1ccc(C(*)=O)cc1,2.9172,332
*CC(=O)c1ccc(C(*)=S)cc1,2.4669,333
*CC(=O)c1ccc(O*)cc1,3.8893,334
*CC(=O)Cc1ccc(*)s1,3.7852,335
*CC(=O)Cc1ccc(*)cc1,3.781,336
*CC(=O)CC(*)=O,4.6959,337
*CC(=O)CC(*)=S,3.1252,338
*CC(=O)CO*,4.6507,339
*CC(=O)C(=S)c1ccc(*)s1,2.1804,340
*CC(=O)C(=S)c1ccc(*)cc1,2.4428,341
*CC(=O)C(=S)C(*)=O,1.4812,342
*CC(=O)C(=S)O*,2.0217,343
*CC(=O)Nc1ccc(*)s1,3.9328,344
*CC(=O)Nc1ccc(*)cc1,3.7951,345
*CC(=O)NC(*)=O,4.8368,346
*CC(=O)NC(*)=S,3.0348,347
*CC(=O)Oc1ccc(*)s1,4.2025,348
*CC(=O)OC(*)=O,5.9215,349
*CC(=O)OC(*)=S,3.73,350
*CC(=S)c1ccc(C(*)=S)s1,1.6797,351
*CC(=S)c1ccc(O*)s1,1.6344,352
*CC(=S)c1ccc(C(*)=S)cc1,1.4834,353
*CC(=S)c1ccc(N*)cc1,2.1148,354
*CC(=S)c1ccc(O*)cc1,2.3706,355
*CC(=S)CC(*)=S,2.5638,356
*CC(=S)CO*,2.5314,357
*CC(=S)C(=O)C(*)=S,0.725,358
*CC(=S)C(=O)O*,2.0697,359
*CC(=S)NC(*)=S,1.7598,360
*CC(=S)NO*,3.2554,361
*CC(=S)OC(*)=S,2.7744,362
*CNc1ccc(-c2ccc(*)cc2)s1,3.3441,363
*CNc1ccc(C(*)=O)s1,2.5818,364
*CNc1ccc(C(*)=S)s1,1.6806,365
*CNc1ccc(N*)s1,3.5157,366
*CNc1ccc(O*)s1,3.6125,367
*CNc1ccc(-c2ccc(*)s2)cc1,3.1255,368
*CNc1ccc(C(*)=O)cc1,3.1969,369
*CNc1ccc(N*)cc1,3.4981,370
*CNc1ccc(O*)cc1,3.7495,371
*CNCc1ccc(*)s1,4.1265,372
*CNCc1ccc(*)cc1,4.4323,373
*CNCC(*)=O,3.6121,374
*CNCC(*)=S,2.6614,375
*CNCN*,6.2293,376
*CNCO*,6.9282,377
*CNC(=O)c1ccc(*)s1,3.849,378
*CNC(=O)C(*)=S,2.3654,379
*CNC(=S)c1ccc(*)s1,2.7289,380
*CNC(=S)c1ccc(*)cc1,3.1832,381
*CNC(=S)C(*)=O,2.1003,382
*CNC(=S)N*,3.9125,383
*CNC(=S)O*,4.2201,384
*CNOc1ccc(*)s1,4.0591,385
*CNOc1ccc(*)cc1,4.1647,386
*CNOC(*)=S,3.5947,387
*CNON*,4.8889,388
*COc1ccc(-c2ccc(*)cc2)s1,3.0939,389
*COc1ccc(O*)s1,4.3601,390
*COc1ccc(O*)cc1,4.685,391
*COC(=O)O*,7.1042,392
*COC(=S)O*,3.6556,393
*CONC(*)=O,5.5012,394
*CONO*,5.9349,395
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,1.2608,396
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,1.6466,397
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,2.3145,398
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,1.5224,399
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,1.9265,400
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,2.0204,401
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,1.863,402
*C(=O)c1ccc(C(=O)C(*)=S)s1,1.1902,403
*OC(=O)c1ccc(C(*)=O)s1,3.202,404
*OC(=S)c1ccc(C(*)=O)s1,2.3663,405
*C(=O)c1ccc(Oc2ccc(*)s2)s1,2.4838,406
*C(=O)c1ccc(OC(*)=S)s1,1.6701,407
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.7624,408
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,2.7538,409
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,2.5479,410
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,2.0643,411
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,2.4807,412
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,2.9556,413
*C(=O)c1ccc(C(=O)C(*)=S)cc1,1.6753,414
*OC(=S)c1ccc(C(*)=O)cc1,2.5144,415
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,3.0776,416
*C(=O)c1ccc(OC(*)=S)cc1,2.0547,417
*C(=O)C(=S)OC(*)=S,1.4146,418
*C(=O)Oc1ccc(C(*)=S)s1,1.9856,419
*Oc1ccc(OC(*)=O)s1,3.6706,420
*C(=O)Oc1ccc(C(*)=S)cc1,2.3448,421
*OC(=O)OC(*)=O,5.926,422
*OC(=S)OC(*)=O,3.9378,423
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,1.5003,424
*Cc1ccc(-c2ccc(N*)s2)s1,2.8559,425
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,1.9451,426
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,1.9074,427
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,1.6397,428
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,2.3796,429
*Nc1ccc(C(=O)c2ccc(*)s2)s1,1.7108,430
*Nc1ccc(C(=O)C(*)=S)s1,1.4251,431
*Nc1ccc(C(=S)c2ccc(*)s2)s1,1.9993,432
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,1.7781,433
*Nc1ccc(Nc2ccc(*)s2)s1,3.4208,434
*Nc1ccc(NC(*)=S)s1,2.1538,435
