smiles,index,value,processed_strings
*CCCCOC(=O)C*,20,7.458,CCCCCOC(=O)CC
*CCCCCOC(*)=O,20,7.458,CCCCCCOC(C)=O
*OCCCCCC(*)=O,20,7.458,COCCCCCC(=O)O
*CCC(=O)O*,21,7.7853,COC(=O)CCO
*COC(=O)C*,21,7.7853,CCOC(=O)CC
*CCOC(*)=O,21,7.7853,CCCOC(C)=O
*OCCC(*)=O,21,7.7853,COCCC(=O)O
*Oc1ccc(CC(*)=O)cc1,22,6.3961,COc1ccc(CC(=O)O)cc1
*OC(=O)Cc1ccc(*)cc1,22,6.3961,COC(=O)Cc1ccc(O)cc1
*CC(=O)Oc1ccc(*)cc1,22,6.3961,CCC(=O)Oc1ccc(C)cc1
*Cc1ccc(OC(*)=O)cc1,22,6.3961,CCc1ccc(OC(C)=O)cc1
*Cc1ccc(C(=O)O*)cc1,23,7.179,COC(=O)c1ccc(CO)cc1
*COC(=O)c1ccc(*)cc1,23,7.179,CCOC(=O)c1ccc(C)cc1
*C(=O)OCc1ccc(*)cc1,23,7.179,CC(=O)OCc1ccc(C)cc1
*OCc1ccc(C(*)=O)cc1,23,7.179,COCc1ccc(C(=O)O)cc1
*CCC(=O)N*,24,6.8452,CNC(=O)CCN
*CNC(=O)C*,24,6.8452,CCNC(=O)CC
*CCNC(*)=O,24,6.8452,CCCNC(C)=O
*NCCC(*)=O,24,6.8452,CNCCC(N)=O
*CCCCCCC(=O)N*,25,6.5849,CNC(=O)CCCCCCN
*CCCCCC(=O)NC*,25,6.5849,CCCCCCC(=O)NCC
*CCCCC(=O)NCC*,25,6.5849,CCCCCC(=O)NCCC
*CCCNC(=O)CCC*,25,6.5849,CCCCNC(=O)CCCC
*CCCCNC(=O)CC*,25,6.5849,CCCCCNC(=O)CCC
*CCCCCNC(=O)C*,25,6.5849,CCCCCCNC(=O)CC
*CCCCCCNC(*)=O,25,6.5849,CCCCCCCNC(C)=O
*NCCCCCCC(*)=O,25,6.5849,CNCCCCCCC(N)=O
*CC(=O)N*,26,7.2525,CNC(=O)CN
*CNC(*)=O,26,7.2525,CCNC(C)=O
*NCC(*)=O,26,7.2525,CNCC(N)=O
*Nc1cccc(C(*)=O)c1,27,6.1179,CNc1cccc(C(N)=O)c1
*NC(=O)c1cccc(*)c1,27,6.1179,CNC(=O)c1cccc(N)c1
*C(=O)Nc1cccc(*)c1,27,6.1179,CC(=O)Nc1cccc(C)c1
*Cc1ccc(C(=O)N*)cc1,28,6.8713,CNC(=O)c1ccc(CN)cc1
*CNC(=O)c1ccc(*)cc1,28,6.8713,CCNC(=O)c1ccc(C)cc1
*C(=O)NCc1ccc(*)cc1,28,6.8713,CC(=O)NCc1ccc(C)cc1
*NCc1ccc(C(*)=O)cc1,28,6.8713,CNCc1ccc(C(N)=O)cc1
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,29,5.1674,COC(=O)Nc1cc(NC(=O)OCCCCCO)ccc1C
*CCCCOC(=O)Nc1ccc(C)c(NC(=O)OC*)c1,29,5.1674,CCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCC)c1
*CCCOC(=O)Nc1ccc(C)c(NC(=O)OCC*)c1,29,5.1674,CCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCC)c1
*CCCOC(=O)Nc1cc(NC(=O)OCC*)ccc1C,29,5.1674,CCCCOC(=O)Nc1cc(NC(=O)OCCC)ccc1C
*CCCCOC(=O)Nc1cc(NC(=O)OC*)ccc1C,29,5.1674,CCCCCOC(=O)Nc1cc(NC(=O)OCC)ccc1C
*CCCCCOC(=O)Nc1cc(NC(=O)O*)ccc1C,29,5.1674,COC(=O)Nc1ccc(C)c(NC(=O)OCCCCCO)c1
*OCCCCCOC(=O)Nc1cc(NC(*)=O)ccc1C,29,5.1674,COCCCCCOC(=O)Nc1cc(NC(=O)O)ccc1C
*Nc1ccc(C)c(NC(=O)OCCCCCOC(*)=O)c1,29,5.1674,CNc1ccc(C)c(NC(=O)OCCCCCOC(N)=O)c1
*NC(=O)OCCCCCOC(=O)Nc1cc(*)ccc1C,29,5.1674,CNC(=O)OCCCCCOC(=O)Nc1cc(N)ccc1C
*NC(=O)OCCCCCOC(=O)Nc1ccc(C)c(*)c1,29,5.1674,CNC(=O)OCCCCCOC(=O)Nc1ccc(C)c(N)c1
*Nc1cc(NC(=O)OCCCCCOC(*)=O)ccc1C,29,5.1674,CNc1cc(NC(=O)OCCCCCOC(N)=O)ccc1C
*OCCCCCOC(=O)Nc1ccc(C)c(NC(*)=O)c1,29,5.1674,COCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O)c1
*OC(=O)c1ccc(C(*)=O)cc1,30,7.8184,COC(=O)c1ccc(C(=O)O)cc1
*C(=O)OC(=O)c1ccc(*)cc1,30,7.8184,CC(=O)OC(=O)c1ccc(C)cc1
*CCCCCOC(=O)O*,31,7.4318,COC(=O)OCCCCCO
*CCCCOC(=O)OC*,31,7.4318,CCCCCOC(=O)OCC
*CCCOC(=O)OCC*,31,7.4318,CCCCOC(=O)OCCC
*OCCCCCOC(*)=O,31,7.4318,COCCCCCOC(=O)O
*Oc1ccc(OC(*)=O)cc1,32,6.5915,COc1ccc(OC(=O)O)cc1
*OC(=O)Oc1ccc(*)cc1,32,6.5915,COC(=O)Oc1ccc(O)cc1
*CCCN*,33,5.8246,CNCCCN
*CCNC*,33,5.8246,CCCNCC
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,34,6.383,COc1ccc(C(=O)c2ccc(O)cc2)cc1
*C(=O)c1ccc(Oc2ccc(*)cc2)cc1,34,6.383,CC(=O)c1ccc(Oc2ccc(C)cc2)cc1
*c1ccc(*)cc1,35,5.0935,Cc1ccc(C)cc1
*CCc1ccc(-c2ccc(*)cc2)cc1,36,5.6867,CCCc1ccc(-c2ccc(C)cc2)cc1
*Cc1ccc(-c2ccc(C*)cc2)cc1,36,5.6867,CCc1ccc(-c2ccc(CC)cc2)cc1
*c1ccc(CCc2ccc(*)cc2)cc1,36,5.6867,Cc1ccc(CCc2ccc(C)cc2)cc1
*OC1C(CO)OC(*)C(O)C1O,37,6.8689,COC1C(CO)OC(O)C(O)C1O
*OC1OC(CO)C(*)C(O)C1O,37,6.8689,COC1OC(CO)C(O)C(O)C1O
*Cc1ccc(CO*)cc1,38,6.5689,COCc1ccc(CO)cc1
*COCc1ccc(*)cc1,38,6.5689,CCOCc1ccc(C)cc1
*CCOCCOC(=O)O*,39,7.5966,COC(=O)OCCOCCO
*COCCOC(=O)OC*,39,7.5966,CCOCCOC(=O)OCC
*CCOC(=O)OCCO*,39,7.5966,COCCOC(=O)OCCO
*OCCOCCOC(*)=O,39,7.5966,COCCOCCOC(=O)O
*CCC(O*)(C(F)(F)F)C(F)(F)F,40,8.3643,COC(CCO)(C(F)(F)F)C(F)(F)F
*COC(C*)(C(F)(F)F)C(F)(F)F,40,8.3643,CCOC(CC)(C(F)(F)F)C(F)(F)F
*CCOC(*)(C(F)(F)F)C(F)(F)F,40,8.3643,CCCOC(C)(C(F)(F)F)C(F)(F)F
*OCCC(*)(C(F)(F)F)C(F)(F)F,40,8.3643,COCCC(O)(C(F)(F)F)C(F)(F)F
*c1ccc(*)s1,41,4.5257,Cc1ccc(C)s1
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,42,6.2671,COc1ccc(-c2ccc(C(=O)O)cc2)cc1
*OC(=O)c1ccc(-c2ccc(*)cc2)cc1,42,6.2671,COC(=O)c1ccc(-c2ccc(O)cc2)cc1
*c1ccc(OC(=O)c2ccc(*)cc2)cc1,42,6.2671,Cc1ccc(OC(=O)c2ccc(C)cc2)cc1
*C(=O)Oc1ccc(-c2ccc(*)cc2)cc1,42,6.2671,CC(=O)Oc1ccc(-c2ccc(C)cc2)cc1
*Nc1ccc(*)cc1,43,4.9916,CNc1ccc(N)cc1
*c1cccc(*)n1,44,6.0452,Cc1cccc(C)n1
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,45,3.5577,CCC(CC(CC(CC(C)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1
*c1ccc(-c2ccc(*)s2)s1,46,4.5257,Cc1ccc(-c2ccc(C)s2)s1
*c1ccc2oc(-c3ccc4nc(*)oc4c3)nc2c1,47,5.6338,Cc1ccc2oc(-c3ccc4nc(C)oc4c3)nc2c1
*c1ccc2nc(-c3ccc4oc(*)nc4c3)oc2c1,47,5.6338,Cc1ccc2nc(-c3ccc4oc(C)nc4c3)oc2c1
*Cc1ccc(C*)cc1,48,6.2134,CCc1ccc(CC)cc1
*CCc1ccc(*)cc1,48,6.2134,CCCc1ccc(C)cc1
*CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(*)=O,49,7.4162,CCCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(C)=O
*CCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)C*,49,7.4162,CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CC
*CCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OC*,49,7.4162,CCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCC
*CCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)O*,49,7.4162,COC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCO
*OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(*)=O,49,7.4162,COCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)O
*CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(*)=O,49,7.4162,CCCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(C)=O
*CCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)C*,49,7.4162,CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CC
*CCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CC*,49,7.4162,CCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCC
*CCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCC*,49,7.4162,CCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCC
*CCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCC*,49,7.4162,CCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCC
*CCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCCC*,49,7.4162,CCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCCCC
*CCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCC*,49,7.4162,CCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCCC
*CCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OC*,49,7.4162,CCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)OCC
*CCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)O*,49,7.4162,COC(=O)CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCO
*OCCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(*)=O,49,7.4162,COCCCCCCCCC(=O)OCCCC(=O)OCCCCCCCCC(=O)OCCCC(=O)O
*CC(CC(CC(*)c1ccccn1)c1ccccn1)c1ccccn1,50,6.2005,CCC(CC(CC(C)c1ccccn1)c1ccccn1)c1ccccn1
*C(=S)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,51,5.4248,CC(=S)c1ccc(-c2ccc(-c3ccc(C)s3)s2)s1
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,51,5.4248,Cc1ccc(C(=S)c2ccc(-c3ccc(C)s3)s2)s1
*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,52,4.7769,COc1ccc(-c2ccc(-c3ccc(O)s3)s2)s1
*c1ccc(Oc2ccc(-c3ccc(*)s3)s2)s1,52,4.7769,Cc1ccc(Oc2ccc(-c3ccc(C)s3)s2)s1
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,53,5.7571,CC(=S)Oc1ccc(-c2ccc(C)s2)s1
*Oc1ccc(-c2ccc(C(*)=S)s2)s1,53,5.7571,COc1ccc(-c2ccc(C(O)=S)s2)s1
*OC(=S)c1ccc(-c2ccc(*)s2)s1,53,5.7571,COC(=S)c1ccc(-c2ccc(O)s2)s1
*c1ccc(OC(=S)c2ccc(*)s2)s1,53,5.7571,Cc1ccc(OC(=S)c2ccc(C)s2)s1
*Oc1ccc(C(=S)c2ccc(*)s2)s1,54,6.0778,COc1ccc(C(=S)c2ccc(O)s2)s1
*C(=S)c1ccc(Oc2ccc(*)s2)s1,54,6.0778,CC(=S)c1ccc(Oc2ccc(C)s2)s1
*C(=S)OC(=S)c1ccc(*)s1,55,6.3892,CC(=S)OC(=S)c1ccc(C)s1
*OC(=S)c1ccc(C(*)=S)s1,55,6.3892,COC(=S)c1ccc(C(O)=S)s1
*Oc1ccc(Oc2ccc(*)s2)s1,56,5.0541,COc1ccc(Oc2ccc(O)s2)s1
*OC(=S)Oc1ccc(*)s1,57,6.1007,COC(=S)Oc1ccc(O)s1
*Oc1ccc(OC(*)=S)s1,57,6.1007,COc1ccc(OC(O)=S)s1
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,58,4.7302,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)s3)s2)cc1
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)s1,58,4.7302,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)s3)cc2)s1
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,59,5.6406,COc1ccc(-c2ccc(-c3ccc(O)cc3)s2)s1
*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,59,5.6406,COc1ccc(-c2ccc(-c3ccc(O)s3)s2)cc1
*c1ccc(Oc2ccc(-c3ccc(*)s3)cc2)s1,59,5.6406,Cc1ccc(Oc2ccc(-c3ccc(C)s3)cc2)s1
*c1ccc(Oc2ccc(-c3ccc(*)s3)s2)cc1,59,5.6406,Cc1ccc(Oc2ccc(-c3ccc(C)s3)s2)cc1
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,60,5.1637,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)cc3)s2)cc1
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,61,5.6674,CC(=S)c1ccc(-c2ccc(-c3ccc(C)cc3)s2)cc1
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)cc2)cc1,61,5.6674,Cc1ccc(C(=S)c2ccc(-c3ccc(C)s3)cc2)cc1
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,62,5.1678,COc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1
*c1ccc(Oc2ccc(-c3ccc(*)s3)cc2)cc1,62,5.1678,Cc1ccc(Oc2ccc(-c3ccc(C)s3)cc2)cc1
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,63,5.7103,Cc1ccc(-c2ccc(C(=S)c3ccc(C)s3)s2)cc1
*C(=S)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,63,5.7103,CC(=S)c1ccc(-c2ccc(-c3ccc(C)s3)cc2)s1
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,64,4.9968,Cc1ccc(-c2ccc(Oc3ccc(C)s3)s2)cc1
*Oc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,64,4.9968,COc1ccc(-c2ccc(-c3ccc(O)s3)cc2)s1
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,65,5.9399,CC(=S)Oc1ccc(-c2ccc(C)cc2)s1
*Oc1ccc(-c2ccc(C(*)=S)cc2)s1,65,5.9399,COc1ccc(-c2ccc(C(O)=S)cc2)s1
*OC(=S)c1ccc(-c2ccc(*)s2)cc1,65,5.9399,COC(=S)c1ccc(-c2ccc(O)s2)cc1
*c1ccc(C(=S)Oc2ccc(*)s2)cc1,65,5.9399,Cc1ccc(C(=S)Oc2ccc(C)s2)cc1
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,66,5.1012,COc1ccc(-c2ccc(-c3ccc(O)cc3)cc2)s1
*Oc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,66,5.1012,COc1ccc(-c2ccc(-c3ccc(O)s3)cc2)cc1
*c1ccc(-c2ccc(Oc3ccc(*)s3)cc2)cc1,66,5.1012,Cc1ccc(-c2ccc(Oc3ccc(C)s3)cc2)cc1
*c1ccc(Oc2ccc(-c3ccc(*)cc3)s2)cc1,66,5.1012,Cc1ccc(Oc2ccc(-c3ccc(C)cc3)s2)cc1
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,67,5.1853,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)s4)cc3)cc2)cc1
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)cc4)s3)cc2)cc1,67,5.1853,Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C)cc4)s3)cc2)cc1
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,68,5.6338,CC(=S)c1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1
*c1ccc(C(=S)c2ccc(-c3ccc(*)cc3)cc2)cc1,68,5.6338,Cc1ccc(C(=S)c2ccc(-c3ccc(C)cc3)cc2)cc1
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,69,5.5837,COc1ccc(-c2ccc(-c3ccc(O)cc3)cc2)cc1
*c1ccc(Oc2ccc(-c3ccc(*)cc3)cc2)cc1,69,5.5837,Cc1ccc(Oc2ccc(-c3ccc(C)cc3)cc2)cc1
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,70,5.9851,COC(=S)c1ccc(-c2ccc(O)cc2)cc1
*Oc1ccc(-c2ccc(C(*)=S)cc2)cc1,70,5.9851,COc1ccc(-c2ccc(C(O)=S)cc2)cc1
*C(=S)Oc1ccc(-c2ccc(*)cc2)cc1,70,5.9851,CC(=S)Oc1ccc(-c2ccc(C)cc2)cc1
*c1ccc(OC(=S)c2ccc(*)cc2)cc1,70,5.9851,Cc1ccc(OC(=S)c2ccc(C)cc2)cc1
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,71,6.2119,CC(=S)c1ccc(C(=S)c2ccc(C)cc2)s1
*C(=S)c1ccc(C(=S)c2ccc(*)s2)cc1,71,6.2119,CC(=S)c1ccc(C(=S)c2ccc(C)s2)cc1
*Oc1ccc(C(=S)c2ccc(*)cc2)s1,72,5.8629,COc1ccc(C(=S)c2ccc(O)cc2)s1
*Oc1ccc(C(=S)c2ccc(*)s2)cc1,72,5.8629,COc1ccc(C(=S)c2ccc(O)s2)cc1
*C(=S)c1ccc(Oc2ccc(*)s2)cc1,72,5.8629,CC(=S)c1ccc(Oc2ccc(C)s2)cc1
*C(=S)c1ccc(Oc2ccc(*)cc2)s1,72,5.8629,CC(=S)c1ccc(Oc2ccc(C)cc2)s1
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,73,5.6051,CC(=S)c1ccc(C(=S)c2ccc(C)cc2)cc1
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,74,5.7685,COc1ccc(C(=S)c2ccc(O)cc2)cc1
*C(=S)c1ccc(Oc2ccc(*)cc2)cc1,74,5.7685,CC(=S)c1ccc(Oc2ccc(C)cc2)cc1
*C(=S)OC(=S)c1ccc(*)cc1,75,6.5598,CC(=S)OC(=S)c1ccc(C)cc1
*OC(=S)c1ccc(C(*)=S)cc1,75,6.5598,COC(=S)c1ccc(C(O)=S)cc1
*Oc1ccc(Oc2ccc(*)cc2)s1,76,5.9034,COc1ccc(Oc2ccc(O)cc2)s1
*Oc1ccc(Oc2ccc(*)s2)cc1,76,5.9034,COc1ccc(Oc2ccc(O)s2)cc1
*c1ccc(OC(=S)c2ccc(*)s2)cc1,77,5.9615,Cc1ccc(OC(=S)c2ccc(C)s2)cc1
*OC(=S)c1ccc(-c2ccc(*)cc2)s1,77,5.9615,COC(=S)c1ccc(-c2ccc(O)cc2)s1
*Oc1ccc(-c2ccc(C(*)=S)s2)cc1,77,5.9615,COc1ccc(-c2ccc(C(O)=S)s2)cc1
*C(=S)Oc1ccc(-c2ccc(*)s2)cc1,77,5.9615,CC(=S)Oc1ccc(-c2ccc(C)s2)cc1
*OC(=S)Oc1ccc(*)cc1,78,6.6287,COC(=S)Oc1ccc(O)cc1
*Oc1ccc(OC(*)=S)cc1,78,6.6287,COc1ccc(OC(O)=S)cc1
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,79,5.1385,CCc1ccc(-c2ccc(-c3ccc(C)s3)s2)s1
*c1ccc(Cc2ccc(-c3ccc(*)s3)s2)s1,79,5.1385,Cc1ccc(Cc2ccc(-c3ccc(C)s3)s2)s1
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,80,5.7652,CCc1ccc(-c2ccc(C(C)=S)s2)s1
*CC(=S)c1ccc(-c2ccc(*)s2)s1,80,5.7652,CCC(=S)c1ccc(-c2ccc(C)s2)s1
*c1ccc(CC(=S)c2ccc(*)s2)s1,80,5.7652,Cc1ccc(CC(=S)c2ccc(C)s2)s1
*C(=S)Cc1ccc(-c2ccc(*)s2)s1,80,5.7652,CC(=S)Cc1ccc(-c2ccc(C)s2)s1
